abha_address,abha_number,mobile,mr_number,facility_id,patient_reference,name,care_context_reference,care_context_display,hi_type
91770048252272@sbx,91-7700-4825-2272,9898034665,MR-PHS-000002,IN3310002220,PAT9002,Manya Parthiv Shah,ENC0006,Acute Gastroenteritis - 2026-07-06,OPConsultation
91770048252272@sbx,91-7700-4825-2272,9898034665,MR-PHS-000002,IN3310002220,PAT9002,Manya Parthiv Shah,ENC0006,Acute Gastroenteritis - 2026-07-06,Prescription
91770048252272@sbx,91-7700-4825-2272,9898034665,MR-AUC-000002,IN2410002590,PAT9002,Manya Parthiv Shah,ENC0007,Cholelithiasis - 2026-01-10,DiagnosticReport
91770048252272@sbx,91-7700-4825-2272,9898034665,MR-AUC-000002,IN2410002590,PAT9002,Manya Parthiv Shah,ENC0007,Cholelithiasis - 2026-01-10,OPConsultation
91770048252272@sbx,91-7700-4825-2272,9898034665,MR-AUC-000002,IN2410002590,PAT9002,Manya Parthiv Shah,ENC0007,Cholelithiasis - 2026-01-10,Prescription
91162304663600@sbx,91-1623-0466-3600,9898034665,MR-AHC-000003,IN3310002215,PAT9003,Priya Shah,ENC0008,Migraine - 2024-08-31,OPConsultation
91162304663600@sbx,91-1623-0466-3600,9898034665,MR-AHC-000003,IN3310002215,PAT9003,Priya Shah,ENC0008,Migraine - 2024-08-31,Prescription
91162304663600@sbx,91-1623-0466-3600,9898034665,MR-AHC-000004,IN3310002215,PAT9003,Priya Shah,ENC0009,Tension Headache - 2025-08-11,OPConsultation
91162304663600@sbx,91-1623-0466-3600,9898034665,MR-AHC-000004,IN3310002215,PAT9003,Priya Shah,ENC0009,Tension Headache - 2025-08-11,Prescription
91162304663600@sbx,91-1623-0466-3600,9898034665,MR-AUC-000003,IN2410002590,PAT9003,Priya Shah,ENC0010,Acute Viral Fever - 2024-10-07,OPConsultation
91162304663600@sbx,91-1623-0466-3600,9898034665,MR-AUC-000003,IN2410002590,PAT9003,Priya Shah,ENC0010,Acute Viral Fever - 2024-10-07,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000004,IN2410002590,PAT9004,Pooja Rameshkumar,ENC0011,Acute Gastroenteritis - 2025-07-27,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000004,IN2410002590,PAT9004,Pooja Rameshkumar,ENC0011,Acute Gastroenteritis - 2025-07-27,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000005,IN2410002590,PAT9004,Pooja Rameshkumar,ENC0012,Normal Pregnancy - 2025-02-13,DiagnosticReport
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000005,IN2410002590,PAT9004,Pooja Rameshkumar,ENC0012,Normal Pregnancy - 2025-02-13,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000005,IN2410002590,PAT9004,Pooja Rameshkumar,ENC0012,Normal Pregnancy - 2025-02-13,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000022,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC01,Essential Hypertension - 2025-08-09,Invoice
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000022,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC01,Essential Hypertension - 2025-08-09,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000022,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC01,Essential Hypertension - 2025-08-09,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000023,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC02,Pulmonary Tuberculosis - 2026-04-11,DiagnosticReport
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000023,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC02,Pulmonary Tuberculosis - 2026-04-11,HealthDocumentRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000023,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC02,Pulmonary Tuberculosis - 2026-04-11,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000023,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC02,Pulmonary Tuberculosis - 2026-04-11,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000024,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC03,Distal Radius Fracture - 2026-02-18,DischargeSummary
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000024,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC03,Distal Radius Fracture - 2026-02-18,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000024,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC03,Distal Radius Fracture - 2026-02-18,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000025,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC04,Routine Immunization Visit - 2026-04-07,ImmunizationRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000025,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC04,Routine Immunization Visit - 2026-04-07,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AHC-000025,IN3310002215,PAT9001,Aayush Chordia,ENC9001AHC04,Routine Immunization Visit - 2026-04-07,WellnessRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000019,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS01,Essential Hypertension - 2025-12-01,Invoice
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000019,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS01,Essential Hypertension - 2025-12-01,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000019,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS01,Essential Hypertension - 2025-12-01,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000020,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS02,Pulmonary Tuberculosis - 2025-10-18,DiagnosticReport
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000020,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS02,Pulmonary Tuberculosis - 2025-10-18,HealthDocumentRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000020,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS02,Pulmonary Tuberculosis - 2025-10-18,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000020,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS02,Pulmonary Tuberculosis - 2025-10-18,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000021,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS03,Distal Radius Fracture - 2026-04-04,DischargeSummary
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000021,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS03,Distal Radius Fracture - 2026-04-04,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000021,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS03,Distal Radius Fracture - 2026-04-04,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000022,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS04,Routine Immunization Visit - 2026-01-10,ImmunizationRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000022,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS04,Routine Immunization Visit - 2026-01-10,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-PHS-000022,IN3310002220,PAT9001,Aayush Chordia,ENC9001PHS04,Routine Immunization Visit - 2026-01-10,WellnessRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000019,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH01,Essential Hypertension - 2026-06-18,Invoice
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000019,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH01,Essential Hypertension - 2026-06-18,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000019,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH01,Essential Hypertension - 2026-06-18,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000020,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH02,Pulmonary Tuberculosis - 2026-02-06,DiagnosticReport
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000020,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH02,Pulmonary Tuberculosis - 2026-02-06,HealthDocumentRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000020,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH02,Pulmonary Tuberculosis - 2026-02-06,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000020,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH02,Pulmonary Tuberculosis - 2026-02-06,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000021,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH03,Distal Radius Fracture - 2025-12-10,DischargeSummary
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000021,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH03,Distal Radius Fracture - 2025-12-10,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000021,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH03,Distal Radius Fracture - 2025-12-10,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000022,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH04,Routine Immunization Visit - 2025-08-27,ImmunizationRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000022,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH04,Routine Immunization Visit - 2025-08-27,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-MSH-000022,IN2410002587,PAT9001,Aayush Chordia,ENC9001MSH04,Routine Immunization Visit - 2025-08-27,WellnessRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000033,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC01,Essential Hypertension - 2026-07-06,Invoice
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000033,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC01,Essential Hypertension - 2026-07-06,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000033,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC01,Essential Hypertension - 2026-07-06,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000034,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC02,Pulmonary Tuberculosis - 2026-06-12,DiagnosticReport
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000034,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC02,Pulmonary Tuberculosis - 2026-06-12,HealthDocumentRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000034,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC02,Pulmonary Tuberculosis - 2026-06-12,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000034,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC02,Pulmonary Tuberculosis - 2026-06-12,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000035,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC03,Distal Radius Fracture - 2026-05-01,DischargeSummary
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000035,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC03,Distal Radius Fracture - 2026-05-01,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000035,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC03,Distal Radius Fracture - 2026-05-01,Prescription
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000036,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC04,Routine Immunization Visit - 2026-05-27,ImmunizationRecord
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000036,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC04,Routine Immunization Visit - 2026-05-27,OPConsultation
aayushchordia4611@sbx,91-6182-1610-5253,7904191949,MR-AUC-000036,IN2410002590,PAT9001,Aayush Chordia,ENC9001AUC04,Routine Immunization Visit - 2026-05-27,WellnessRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000026,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC01,Essential Hypertension - 2025-09-05,Invoice
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000026,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC01,Essential Hypertension - 2025-09-05,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000026,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC01,Essential Hypertension - 2025-09-05,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000027,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC02,Pulmonary Tuberculosis - 2026-05-08,DiagnosticReport
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000027,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC02,Pulmonary Tuberculosis - 2026-05-08,HealthDocumentRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000027,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC02,Pulmonary Tuberculosis - 2026-05-08,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000027,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC02,Pulmonary Tuberculosis - 2026-05-08,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000028,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC03,Distal Radius Fracture - 2026-03-17,DischargeSummary
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000028,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC03,Distal Radius Fracture - 2026-03-17,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000028,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC03,Distal Radius Fracture - 2026-03-17,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000029,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC04,Routine Immunization Visit - 2026-05-04,ImmunizationRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000029,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC04,Routine Immunization Visit - 2026-05-04,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000029,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC04,Routine Immunization Visit - 2026-05-04,WellnessRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000023,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS01,Essential Hypertension - 2025-12-28,Invoice
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000023,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS01,Essential Hypertension - 2025-12-28,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000023,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS01,Essential Hypertension - 2025-12-28,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000024,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS02,Pulmonary Tuberculosis - 2025-11-14,DiagnosticReport
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000024,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS02,Pulmonary Tuberculosis - 2025-11-14,HealthDocumentRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000024,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS02,Pulmonary Tuberculosis - 2025-11-14,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000024,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS02,Pulmonary Tuberculosis - 2025-11-14,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000025,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS03,Distal Radius Fracture - 2026-05-01,DischargeSummary
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000025,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS03,Distal Radius Fracture - 2026-05-01,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000025,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS03,Distal Radius Fracture - 2026-05-01,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000026,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS04,Routine Immunization Visit - 2026-02-06,ImmunizationRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000026,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS04,Routine Immunization Visit - 2026-02-06,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000026,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS04,Routine Immunization Visit - 2026-02-06,WellnessRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000023,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH01,Essential Hypertension - 2026-07-15,Invoice
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000023,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH01,Essential Hypertension - 2026-07-15,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000023,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH01,Essential Hypertension - 2026-07-15,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000024,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH02,Pulmonary Tuberculosis - 2026-03-05,DiagnosticReport
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000024,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH02,Pulmonary Tuberculosis - 2026-03-05,HealthDocumentRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000024,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH02,Pulmonary Tuberculosis - 2026-03-05,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000024,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH02,Pulmonary Tuberculosis - 2026-03-05,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000025,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH03,Distal Radius Fracture - 2026-01-06,DischargeSummary
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000025,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH03,Distal Radius Fracture - 2026-01-06,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000025,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH03,Distal Radius Fracture - 2026-01-06,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000026,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH04,Routine Immunization Visit - 2025-09-23,ImmunizationRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000026,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH04,Routine Immunization Visit - 2025-09-23,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-MSH-000026,IN2410002587,PAT9004,Pooja Rameshkumar,ENC9004MSH04,Routine Immunization Visit - 2025-09-23,WellnessRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000037,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC01,Essential Hypertension - 2026-08-02,Invoice
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000037,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC01,Essential Hypertension - 2026-08-02,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000037,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC01,Essential Hypertension - 2026-08-02,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000038,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC02,Pulmonary Tuberculosis - 2026-07-09,DiagnosticReport
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000038,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC02,Pulmonary Tuberculosis - 2026-07-09,HealthDocumentRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000038,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC02,Pulmonary Tuberculosis - 2026-07-09,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000038,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC02,Pulmonary Tuberculosis - 2026-07-09,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000039,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC03,Distal Radius Fracture - 2026-05-28,DischargeSummary
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000039,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC03,Distal Radius Fracture - 2026-05-28,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000039,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC03,Distal Radius Fracture - 2026-05-28,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000040,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC04,Routine Immunization Visit - 2026-06-23,ImmunizationRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000040,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC04,Routine Immunization Visit - 2026-06-23,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000040,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC04,Routine Immunization Visit - 2026-06-23,WellnessRecord
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000030,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC05,Hypertensive Heart Disease - 2026-08-17,DiagnosticReport
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000030,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC05,Hypertensive Heart Disease - 2026-08-17,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AHC-000030,IN3310002215,PAT9004,Pooja Rameshkumar,ENC9004AHC05,Hypertensive Heart Disease - 2026-08-17,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000027,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS05,Community Acquired Pneumonia - 2025-12-28,DiagnosticReport
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000027,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS05,Community Acquired Pneumonia - 2025-12-28,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000027,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS05,Community Acquired Pneumonia - 2025-12-28,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000041,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC05,Bronchial Asthma - 2026-01-03,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000041,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC05,Bronchial Asthma - 2026-01-03,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000028,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS06,Typhoid Fever - 2025-09-30,DiagnosticReport
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000028,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS06,Typhoid Fever - 2025-09-30,OPConsultation
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-PHS-000028,IN3310002220,PAT9004,Pooja Rameshkumar,ENC9004PHS06,Typhoid Fever - 2025-09-30,Prescription
91466530750069@sbx,91-4665-3075-0069,7904191949,MR-AUC-000042,IN2410002590,PAT9004,Pooja Rameshkumar,ENC9004AUC06,Ankle Sprain - 2026-08-06,OPConsultation
